Neuron1,Neuron2,Type1,Type2,IndexSending,IndexReceiving
URAVL,ASHR,flp-21,npr-2,48,90
URAVR,ASHL,flp-21,npr-2,57,89
URAVR,ASHR,flp-21,npr-2,57,90
URADL,FLPL,flp-21,npr-2,29,164
URADL,FLPR,flp-21,npr-2,29,165
URADR,FLPL,flp-21,npr-2,38,164
URADR,FLPR,flp-21,npr-2,38,165
URAVL,FLPL,flp-21,npr-2,48,164
URAVL,FLPR,flp-21,npr-2,48,165
URAVR,FLPL,flp-21,npr-2,57,164
URAVR,FLPR,flp-21,npr-2,57,165
URADL,OLQDL,flp-21,npr-2,29,36
URADL,OLQDR,flp-21,npr-2,29,43
URADL,OLQVL,flp-21,npr-2,29,44
URADL,OLQVR,flp-21,npr-2,29,54
URADR,OLQDL,flp-21,npr-2,38,36
URADR,OLQDR,flp-21,npr-2,38,43
URADR,OLQVL,flp-21,npr-2,38,44
URADR,OLQVR,flp-21,npr-2,38,54
URAVL,OLQDL,flp-21,npr-2,48,36
URAVL,OLQDR,flp-21,npr-2,48,43
URAVL,OLQVL,flp-21,npr-2,48,44
URAVL,OLQVR,flp-21,npr-2,48,54
URAVR,OLQDL,flp-21,npr-2,57,36
URAVR,OLQDR,flp-21,npr-2,57,43
URAVR,OLQVL,flp-21,npr-2,57,44
URAVR,OLQVR,flp-21,npr-2,57,54
URADL,PVDL,flp-21,npr-2,29,249
URADL,PVDR,flp-21,npr-2,29,250
URADR,PVDL,flp-21,npr-2,38,249
URADR,PVDR,flp-21,npr-2,38,250
URAVL,PVDL,flp-21,npr-2,48,249
URAVL,PVDR,flp-21,npr-2,48,250
URAVR,PVDL,flp-21,npr-2,57,249
URAVR,PVDR,flp-21,npr-2,57,250
URADL,PVQL,flp-21,npr-2,29,292
URADL,PVQR,flp-21,npr-2,29,280
URADR,PVQL,flp-21,npr-2,38,292
URADR,PVQR,flp-21,npr-2,38,280
URAVL,PVQL,flp-21,npr-2,48,292
URAVL,PVQR,flp-21,npr-2,48,280
URAVR,PVQL,flp-21,npr-2,57,292
URAVR,PVQR,flp-21,npr-2,57,280
URADL,SABD,flp-21,npr-2,29,182
URADL,SABVL,flp-21,npr-2,29,166
URADL,SABVR,flp-21,npr-2,29,167
URADR,SABD,flp-21,npr-2,38,182
URADR,SABVL,flp-21,npr-2,38,166
URADR,SABVR,flp-21,npr-2,38,167
URAVL,SABD,flp-21,npr-2,48,182
URAVL,SABVL,flp-21,npr-2,48,166
URAVL,SABVR,flp-21,npr-2,48,167
URAVR,SABD,flp-21,npr-2,57,182
URAVR,SABVL,flp-21,npr-2,57,166
URAVR,SABVR,flp-21,npr-2,57,167
URADL,ADFL,flp-21,npr-5,29,67
URADL,ADFR,flp-21,npr-5,29,83
URADR,ADFL,flp-21,npr-5,38,67
URADR,ADFR,flp-21,npr-5,38,83
URAVL,ADFL,flp-21,npr-5,48,67
URAVL,ADFR,flp-21,npr-5,48,83
URAVR,ADFL,flp-21,npr-5,57,67
URAVR,ADFR,flp-21,npr-5,57,83
URADL,AIAL,flp-21,npr-5,29,109
URADL,AIAR,flp-21,npr-5,29,134
URADR,AIAL,flp-21,npr-5,38,109
URADR,AIAR,flp-21,npr-5,38,134
URAVL,AIAL,flp-21,npr-5,48,109
URAVL,AIAR,flp-21,npr-5,48,134
URAVR,AIAL,flp-21,npr-5,57,109
URAVR,AIAR,flp-21,npr-5,57,134
URADL,ASEL,flp-21,npr-5,29,111
URADL,ASER,flp-21,npr-5,29,112
URADR,ASEL,flp-21,npr-5,38,111
URADR,ASER,flp-21,npr-5,38,112
URAVL,ASEL,flp-21,npr-5,48,111
URAVL,ASER,flp-21,npr-5,48,112
URAVR,ASEL,flp-21,npr-5,57,111
URAVR,ASER,flp-21,npr-5,57,112
URADL,ASGL,flp-21,npr-5,29,87
URADL,ASGR,flp-21,npr-5,29,88
URADR,ASGL,flp-21,npr-5,38,87
URADR,ASGR,flp-21,npr-5,38,88
URAVL,ASGL,flp-21,npr-5,48,87
URAVL,ASGR,flp-21,npr-5,48,88
URAVR,ASGL,flp-21,npr-5,57,87
URAVR,ASGR,flp-21,npr-5,57,88
URADL,ASIL,flp-21,npr-5,29,91
URADL,ASIR,flp-21,npr-5,29,113
URADR,ASIL,flp-21,npr-5,38,91
URADR,ASIR,flp-21,npr-5,38,113
URAVL,ASIL,flp-21,npr-5,48,91
URAVL,ASIR,flp-21,npr-5,48,113
URAVR,ASIL,flp-21,npr-5,57,91
URAVR,ASIR,flp-21,npr-5,57,113
URADL,ASJL,flp-21,npr-5,29,137
URADL,ASJR,flp-21,npr-5,29,138
URADR,ASJL,flp-21,npr-5,38,137
URADR,ASJR,flp-21,npr-5,38,138
URAVL,ASJL,flp-21,npr-5,48,137
URAVL,ASJR,flp-21,npr-5,48,138
URAVR,ASJL,flp-21,npr-5,57,137
URAVR,ASJR,flp-21,npr-5,57,138
URADL,ASKL,flp-21,npr-5,29,70
URADL,ASKR,flp-21,npr-5,29,71
URADR,ASKL,flp-21,npr-5,38,70
URADR,ASKR,flp-21,npr-5,38,71
URAVL,ASKL,flp-21,npr-5,48,70
URAVL,ASKR,flp-21,npr-5,48,71
URAVR,ASKL,flp-21,npr-5,57,70
URAVR,ASKR,flp-21,npr-5,57,71
URADL,AUAL,flp-21,npr-5,29,114
URADL,AUAR,flp-21,npr-5,29,139
URADR,AUAL,flp-21,npr-5,38,114
URADR,AUAR,flp-21,npr-5,38,139
URAVL,AUAL,flp-21,npr-5,48,114
URAVL,AUAR,flp-21,npr-5,48,139
URAVR,AUAL,flp-21,npr-5,57,114
URAVR,AUAR,flp-21,npr-5,57,139
URADL,AWAL,flp-21,npr-5,29,93
URADL,AWAR,flp-21,npr-5,29,94
URADR,AWAL,flp-21,npr-5,38,93
URADR,AWAR,flp-21,npr-5,38,94
URAVL,AWAL,flp-21,npr-5,48,93
URAVL,AWAR,flp-21,npr-5,48,94
URAVR,AWAL,flp-21,npr-5,57,93
URAVR,AWAR,flp-21,npr-5,57,94
URADL,AWBL,flp-21,npr-5,29,95
URADL,AWBR,flp-21,npr-5,29,96
URADR,AWBL,flp-21,npr-5,38,95
URADR,AWBR,flp-21,npr-5,38,96
URAVL,AWBL,flp-21,npr-5,48,95
URAVL,AWBR,flp-21,npr-5,48,96
URAVR,AWBL,flp-21,npr-5,57,95
URAVR,AWBR,flp-21,npr-5,57,96
URADL,IL2DL,flp-21,npr-5,29,21
URADL,IL2DR,flp-21,npr-5,29,25
URADL,IL2L,flp-21,npr-5,29,26
URADL,IL2R,flp-21,npr-5,29,33
URADL,IL2VL,flp-21,npr-5,29,27
URADL,IL2VR,flp-21,npr-5,29,34
URADR,IL2DL,flp-21,npr-5,38,21
URADR,IL2DR,flp-21,npr-5,38,25
URADR,IL2L,flp-21,npr-5,38,26
URADR,IL2R,flp-21,npr-5,38,33
URADR,IL2VL,flp-21,npr-5,38,27
URADR,IL2VR,flp-21,npr-5,38,34
URAVL,IL2DL,flp-21,npr-5,48,21
URAVL,IL2DR,flp-21,npr-5,48,25
URAVL,IL2L,flp-21,npr-5,48,26
URAVL,IL2R,flp-21,npr-5,48,33
URAVL,IL2VL,flp-21,npr-5,48,27
URAVL,IL2VR,flp-21,npr-5,48,34
URAVR,IL2DL,flp-21,npr-5,57,21
URAVR,IL2DR,flp-21,npr-5,57,25
URAVR,IL2L,flp-21,npr-5,57,26
URAVR,IL2R,flp-21,npr-5,57,33
URAVR,IL2VL,flp-21,npr-5,57,27
URAVR,IL2VR,flp-21,npr-5,57,34
URADL,PHAL,flp-21,npr-5,29,279
URADL,PHAR,flp-21,npr-5,29,285
URADR,PHAL,flp-21,npr-5,38,279
URADR,PHAR,flp-21,npr-5,38,285
URAVL,PHAL,flp-21,npr-5,48,279
URAVL,PHAR,flp-21,npr-5,48,285
URAVR,PHAL,flp-21,npr-5,57,279
URAVR,PHAR,flp-21,npr-5,57,285
URADL,PHBL,flp-21,npr-5,29,286
URADL,PHBR,flp-21,npr-5,29,287
URADR,PHBL,flp-21,npr-5,38,286
URADR,PHBR,flp-21,npr-5,38,287
URAVL,PHBL,flp-21,npr-5,48,286
URAVL,PHBR,flp-21,npr-5,48,287
URAVR,PHBL,flp-21,npr-5,57,286
URAVR,PHBR,flp-21,npr-5,57,287
URXL,AQR,flp-21,npr-1,66,172
URXR,AQR,flp-21,npr-1,82,172
URXL,ASEL,flp-21,npr-1,66,111
URXL,ASER,flp-21,npr-1,66,112
URXR,ASEL,flp-21,npr-1,82,111
URXR,ASER,flp-21,npr-1,82,112
URXL,ASGL,flp-21,npr-1,66,87
URXL,ASGR,flp-21,npr-1,66,88
URXR,ASGL,flp-21,npr-1,82,87
URXR,ASGR,flp-21,npr-1,82,88
URXL,ASHL,flp-21,npr-1,66,89
URXL,ASHR,flp-21,npr-1,66,90
URXR,ASHL,flp-21,npr-1,82,89
URXR,ASHR,flp-21,npr-1,82,90
URXL,AUAL,flp-21,npr-1,66,114
URXL,AUAR,flp-21,npr-1,66,139
URXR,AUAL,flp-21,npr-1,82,114
URXR,AUAR,flp-21,npr-1,82,139
URXL,DD01,flp-21,npr-1,66,185
URXL,DD02,flp-21,npr-1,66,202
URXL,DD03,flp-21,npr-1,66,215
URXL,DD04,flp-21,npr-1,66,236
URXL,DD05,flp-21,npr-1,66,255
URXL,DD06,flp-21,npr-1,66,270
URXR,DD01,flp-21,npr-1,82,185
URXR,DD02,flp-21,npr-1,82,202
URXR,DD03,flp-21,npr-1,82,215
URXR,DD04,flp-21,npr-1,82,236
URXR,DD05,flp-21,npr-1,82,255
URXR,DD06,flp-21,npr-1,82,270
URXL,IL2L,flp-21,npr-1,66,26
URXR,IL2L,flp-21,npr-1,82,26
URXL,IL2R,flp-21,npr-1,66,33
URXR,IL2R,flp-21,npr-1,82,33
URXL,M3L,flp-21,npr-1,66,6
URXL,M3R,flp-21,npr-1,66,7
URXR,M3L,flp-21,npr-1,82,6
URXR,M3R,flp-21,npr-1,82,7
URXL,OLQDL,flp-21,npr-1,66,36
URXL,OLQDR,flp-21,npr-1,66,43
URXL,OLQVL,flp-21,npr-1,66,44
URXL,OLQVR,flp-21,npr-1,66,54
URXR,OLQDL,flp-21,npr-1,82,36
URXR,OLQDR,flp-21,npr-1,82,43
URXR,OLQVL,flp-21,npr-1,82,44
URXR,OLQVR,flp-21,npr-1,82,54
URXL,PHAL,flp-21,npr-1,66,279
URXL,PHAR,flp-21,npr-1,66,285
URXR,PHAL,flp-21,npr-1,82,279
URXR,PHAR,flp-21,npr-1,82,285
URXL,PHBL,flp-21,npr-1,66,286
URXL,PHBR,flp-21,npr-1,66,287
URXR,PHBL,flp-21,npr-1,82,286
URXR,PHBR,flp-21,npr-1,82,287
URXL,PQR,flp-21,npr-1,66,289
URXR,PQR,flp-21,npr-1,82,289
URXL,RIGL,flp-21,npr-1,66,181
URXL,RIGR,flp-21,npr-1,66,178
URXR,RIGL,flp-21,npr-1,82,181
URXR,RIGR,flp-21,npr-1,82,178
URXL,RIVL,flp-21,npr-1,66,100
URXL,RIVR,flp-21,npr-1,66,125
URXR,RIVL,flp-21,npr-1,82,100
URXR,RIVR,flp-21,npr-1,82,125
URXL,RMGL,flp-21,npr-1,66,179
URXL,RMGR,flp-21,npr-1,66,180
URXR,RMGL,flp-21,npr-1,82,179
URXR,RMGR,flp-21,npr-1,82,180
URXL,SAADL,flp-21,npr-1,66,103
URXR,SAADL,flp-21,npr-1,82,103
URXL,SAADR,flp-21,npr-1,66,104
URXR,SAADR,flp-21,npr-1,82,104
URXL,SDQL,flp-21,npr-1,66,246
URXL,SDQR,flp-21,npr-1,66,199
URXR,SDQL,flp-21,npr-1,82,246
URXR,SDQR,flp-21,npr-1,82,199
URXL,SMBDL,flp-21,npr-1,66,132
URXR,SMBDL,flp-21,npr-1,82,132
URXL,SMBDR,flp-21,npr-1,66,153
URXR,SMBDR,flp-21,npr-1,82,153
URXL,URXL,flp-21,npr-1,66,66
URXL,URXR,flp-21,npr-1,66,82
URXR,URXL,flp-21,npr-1,82,66
URXR,URXR,flp-21,npr-1,82,82
URXL,VD01,flp-21,npr-1,66,188
URXL,VD10,flp-21,npr-1,66,256
URXL,VD11,flp-21,npr-1,66,262
URXL,VD12,flp-21,npr-1,66,267
URXL,VD13,flp-21,npr-1,66,274
URXL,VD02,flp-21,npr-1,66,189
URXL,VD03,flp-21,npr-1,66,198
URXL,VD04,flp-21,npr-1,66,204
URXL,VD05,flp-21,npr-1,66,211
URXL,VD06,flp-21,npr-1,66,221
URXL,VD07,flp-21,npr-1,66,226
URXL,VD08,flp-21,npr-1,66,237
URXL,VD09,flp-21,npr-1,66,247
URXR,VD01,flp-21,npr-1,82,188
URXR,VD10,flp-21,npr-1,82,256
URXR,VD11,flp-21,npr-1,82,262
URXR,VD12,flp-21,npr-1,82,267
URXR,VD13,flp-21,npr-1,82,274
URXR,VD02,flp-21,npr-1,82,189
URXR,VD03,flp-21,npr-1,82,198
URXR,VD04,flp-21,npr-1,82,204
URXR,VD05,flp-21,npr-1,82,211
URXR,VD06,flp-21,npr-1,82,221
URXR,VD07,flp-21,npr-1,82,226
URXR,VD08,flp-21,npr-1,82,237
URXR,VD09,flp-21,npr-1,82,247
URXL,AIAL,flp-21,npr-11,66,109
URXL,AIAR,flp-21,npr-11,66,134
URXR,AIAL,flp-21,npr-11,82,109
URXR,AIAR,flp-21,npr-11,82,134
URXL,AIYL,flp-21,npr-11,66,157
URXL,AIYR,flp-21,npr-11,66,154
URXR,AIYL,flp-21,npr-11,82,157
URXR,AIYR,flp-21,npr-11,82,154
URXL,ADFL,flp-21,npr-2,66,67
URXL,ADFR,flp-21,npr-2,66,83
URXR,ADFL,flp-21,npr-2,82,67
URXR,ADFR,flp-21,npr-2,82,83
URXL,AIZL,flp-21,npr-2,66,148
URXL,AIZR,flp-21,npr-2,66,149
URXR,AIZL,flp-21,npr-2,82,148
URXR,AIZR,flp-21,npr-2,82,149
URXL,ASHL,flp-21,npr-2,66,89
URXL,ASHR,flp-21,npr-2,66,90
URXR,ASHL,flp-21,npr-2,82,89
URXR,ASHR,flp-21,npr-2,82,90
URXL,FLPL,flp-21,npr-2,66,164
URXL,FLPR,flp-21,npr-2,66,165
URXR,FLPL,flp-21,npr-2,82,164
URXR,FLPR,flp-21,npr-2,82,165
URXL,OLQDL,flp-21,npr-2,66,36
URXL,OLQDR,flp-21,npr-2,66,43
URXL,OLQVL,flp-21,npr-2,66,44
URXL,OLQVR,flp-21,npr-2,66,54
URXR,OLQDL,flp-21,npr-2,82,36
URXR,OLQDR,flp-21,npr-2,82,43
URXR,OLQVL,flp-21,npr-2,82,44
URXR,OLQVR,flp-21,npr-2,82,54
URXL,PVDL,flp-21,npr-2,66,249
URXL,PVDR,flp-21,npr-2,66,250
URXR,PVDL,flp-21,npr-2,82,249
URXR,PVDR,flp-21,npr-2,82,250
URXL,PVQL,flp-21,npr-2,66,292
URXL,PVQR,flp-21,npr-2,66,280
URXR,PVQL,flp-21,npr-2,82,292
URXR,PVQR,flp-21,npr-2,82,280
URXL,SABD,flp-21,npr-2,66,182
URXL,SABVL,flp-21,npr-2,66,166
URXL,SABVR,flp-21,npr-2,66,167
URXR,SABD,flp-21,npr-2,82,182
URXR,SABVL,flp-21,npr-2,82,166
URXR,SABVR,flp-21,npr-2,82,167
URXL,ADFL,flp-21,npr-5,66,67
URXL,ADFR,flp-21,npr-5,66,83
URXR,ADFL,flp-21,npr-5,82,67
URXR,ADFR,flp-21,npr-5,82,83
URXL,AIAL,flp-21,npr-5,66,109
URXL,AIAR,flp-21,npr-5,66,134
URXR,AIAL,flp-21,npr-5,82,109
URXR,AIAR,flp-21,npr-5,82,134
URXL,ASEL,flp-21,npr-5,66,111
URXL,ASER,flp-21,npr-5,66,112
URXR,ASEL,flp-21,npr-5,82,111
URXR,ASER,flp-21,npr-5,82,112
URXL,ASGL,flp-21,npr-5,66,87
URXL,ASGR,flp-21,npr-5,66,88
URXR,ASGL,flp-21,npr-5,82,87
URXR,ASGR,flp-21,npr-5,82,88
URXL,ASIL,flp-21,npr-5,66,91
URXL,ASIR,flp-21,npr-5,66,113
URXR,ASIL,flp-21,npr-5,82,91
URXR,ASIR,flp-21,npr-5,82,113
URXL,ASJL,flp-21,npr-5,66,137
URXL,ASJR,flp-21,npr-5,66,138
URXR,ASJL,flp-21,npr-5,82,137
URXR,ASJR,flp-21,npr-5,82,138
URXL,ASKL,flp-21,npr-5,66,70
URXL,ASKR,flp-21,npr-5,66,71
URXR,ASKL,flp-21,npr-5,82,70
URXR,ASKR,flp-21,npr-5,82,71
URXL,AUAL,flp-21,npr-5,66,114
URXL,AUAR,flp-21,npr-5,66,139
URXR,AUAL,flp-21,npr-5,82,114
URXR,AUAR,flp-21,npr-5,82,139
URXL,AWAL,flp-21,npr-5,66,93
URXL,AWAR,flp-21,npr-5,66,94
URXR,AWAL,flp-21,npr-5,82,93
URXR,AWAR,flp-21,npr-5,82,94
URXL,AWBL,flp-21,npr-5,66,95
URXL,AWBR,flp-21,npr-5,66,96
URXR,AWBL,flp-21,npr-5,82,95
URXR,AWBR,flp-21,npr-5,82,96
URXL,IL2DL,flp-21,npr-5,66,21
URXL,IL2DR,flp-21,npr-5,66,25
URXL,IL2L,flp-21,npr-5,66,26
URXL,IL2R,flp-21,npr-5,66,33
URXL,IL2VL,flp-21,npr-5,66,27
URXL,IL2VR,flp-21,npr-5,66,34
URXR,IL2DL,flp-21,npr-5,82,21
URXR,IL2DR,flp-21,npr-5,82,25
URXR,IL2L,flp-21,npr-5,82,26
URXR,IL2R,flp-21,npr-5,82,33
URXR,IL2VL,flp-21,npr-5,82,27
URXR,IL2VR,flp-21,npr-5,82,34
URXL,PHAL,flp-21,npr-5,66,279
URXL,PHAR,flp-21,npr-5,66,285
URXR,PHAL,flp-21,npr-5,82,279
URXR,PHAR,flp-21,npr-5,82,285
URXL,PHBL,flp-21,npr-5,66,286
URXL,PHBR,flp-21,npr-5,66,287
URXR,PHBL,flp-21,npr-5,82,286
URXR,PHBR,flp-21,npr-5,82,287
ADLL,AVAL,flp-4,npr-4,68,72
ADLL,AVAR,flp-4,npr-4,68,73
ADLR,AVAL,flp-4,npr-4,84,72
ADLR,AVAR,flp-4,npr-4,84,73
ADLL,BAGL,flp-4,npr-4,68,42
ADLL,BAGR,flp-4,npr-4,68,51
ADLR,BAGL,flp-4,npr-4,84,42
ADLR,BAGR,flp-4,npr-4,84,51
ADLL,BDUL,flp-4,npr-4,68,195
ADLL,BDUR,flp-4,npr-4,68,196
ADLR,BDUL,flp-4,npr-4,84,195
ADLR,BDUR,flp-4,npr-4,84,196
ADLL,PQR,flp-4,npr-4,68,289
ADLR,PQR,flp-4,npr-4,84,289
ADLL,RIVL,flp-4,npr-4,68,100
ADLL,RIVR,flp-4,npr-4,68,125
ADLR,RIVL,flp-4,npr-4,84,100
ADLR,RIVR,flp-4,npr-4,84,125
ASEL,AVAL,flp-4,npr-4,111,72
ASEL,AVAR,flp-4,npr-4,111,73
ASEL,BAGL,flp-4,npr-4,111,42
ASEL,BAGR,flp-4,npr-4,111,51
ASEL,BDUL,flp-4,npr-4,111,195
ASEL,BDUR,flp-4,npr-4,111,196
ASEL,PQR,flp-4,npr-4,111,289
ASEL,RIVL,flp-4,npr-4,111,100
ASEL,RIVR,flp-4,npr-4,111,125
AVM,AVAL,flp-4,npr-4,213,72
AVM,AVAR,flp-4,npr-4,213,73
AVM,BAGL,flp-4,npr-4,213,42
AVM,BAGR,flp-4,npr-4,213,51
AVM,BDUL,flp-4,npr-4,213,195
AVM,BDUR,flp-4,npr-4,213,196
AVM,PQR,flp-4,npr-4,213,289
AVM,RIVL,flp-4,npr-4,213,100
AVM,RIVR,flp-4,npr-4,213,125
AWCL,AVAL,flp-4,npr-4,97,72
AWCL,AVAR,flp-4,npr-4,97,73
AWCR,AVAL,flp-4,npr-4,98,72
AWCR,AVAR,flp-4,npr-4,98,73
AWCL,BAGL,flp-4,npr-4,97,42
AWCL,BAGR,flp-4,npr-4,97,51
AWCR,BAGL,flp-4,npr-4,98,42
AWCR,BAGR,flp-4,npr-4,98,51
AWCL,BDUL,flp-4,npr-4,97,195
AWCL,BDUR,flp-4,npr-4,97,196
AWCR,BDUL,flp-4,npr-4,98,195
AWCR,BDUR,flp-4,npr-4,98,196
AWCL,PQR,flp-4,npr-4,97,289
AWCR,PQR,flp-4,npr-4,98,289
AWCL,RIVL,flp-4,npr-4,97,100
AWCL,RIVR,flp-4,npr-4,97,125
AWCR,RIVL,flp-4,npr-4,98,100
AWCR,RIVR,flp-4,npr-4,98,125
FLPL,AVAL,flp-4,npr-4,164,72
FLPL,AVAR,flp-4,npr-4,164,73
FLPR,AVAL,flp-4,npr-4,165,72
FLPR,AVAR,flp-4,npr-4,165,73
FLPL,BAGL,flp-4,npr-4,164,42
FLPL,BAGR,flp-4,npr-4,164,51
FLPR,BAGL,flp-4,npr-4,165,42
FLPR,BAGR,flp-4,npr-4,165,51
FLPL,BDUL,flp-4,npr-4,164,195
FLPL,BDUR,flp-4,npr-4,164,196
FLPR,BDUL,flp-4,npr-4,165,195
FLPR,BDUR,flp-4,npr-4,165,196
FLPL,PQR,flp-4,npr-4,164,289
FLPR,PQR,flp-4,npr-4,165,289
FLPL,RIVL,flp-4,npr-4,164,100
FLPL,RIVR,flp-4,npr-4,164,125
FLPR,RIVL,flp-4,npr-4,165,100
FLPR,RIVR,flp-4,npr-4,165,125
I5,AVAL,flp-4,npr-4,15,72
I5,AVAR,flp-4,npr-4,15,73
I5,BAGL,flp-4,npr-4,15,42
I5,BAGR,flp-4,npr-4,15,51
I5,BDUL,flp-4,npr-4,15,195
I5,BDUR,flp-4,npr-4,15,196
I5,PQR,flp-4,npr-4,15,289
I5,RIVL,flp-4,npr-4,15,100
I5,RIVR,flp-4,npr-4,15,125
I6,AVAL,flp-4,npr-4,16,72
I6,AVAR,flp-4,npr-4,16,73
I6,BAGL,flp-4,npr-4,16,42
I6,BAGR,flp-4,npr-4,16,51
I6,BDUL,flp-4,npr-4,16,195
I6,BDUR,flp-4,npr-4,16,196
I6,PQR,flp-4,npr-4,16,289
I6,RIVL,flp-4,npr-4,16,100
I6,RIVR,flp-4,npr-4,16,125
NSML,AVAL,flp-4,npr-4,12,72
NSML,AVAR,flp-4,npr-4,12,73
NSMR,AVAL,flp-4,npr-4,13,72
NSMR,AVAR,flp-4,npr-4,13,73
NSML,BAGL,flp-4,npr-4,12,42
NSML,BAGR,flp-4,npr-4,12,51
NSMR,BAGL,flp-4,npr-4,13,42
NSMR,BAGR,flp-4,npr-4,13,51
NSML,BDUL,flp-4,npr-4,12,195
NSML,BDUR,flp-4,npr-4,12,196
NSMR,BDUL,flp-4,npr-4,13,195
NSMR,BDUR,flp-4,npr-4,13,196
NSML,PQR,flp-4,npr-4,12,289
NSMR,PQR,flp-4,npr-4,13,289
NSML,RIVL,flp-4,npr-4,12,100
NSML,RIVR,flp-4,npr-4,12,125
NSMR,RIVL,flp-4,npr-4,13,100
NSMR,RIVR,flp-4,npr-4,13,125
PHAL,AVAL,flp-4,npr-4,279,72
PHAL,AVAR,flp-4,npr-4,279,73
PHAR,AVAL,flp-4,npr-4,285,72
PHAR,AVAR,flp-4,npr-4,285,73
PHAL,BAGL,flp-4,npr-4,279,42
PHAL,BAGR,flp-4,npr-4,279,51
PHAR,BAGL,flp-4,npr-4,285,42
PHAR,BAGR,flp-4,npr-4,285,51
PHAL,BDUL,flp-4,npr-4,279,195
PHAL,BDUR,flp-4,npr-4,279,196
PHAR,BDUL,flp-4,npr-4,285,195
PHAR,BDUR,flp-4,npr-4,285,196
PHAL,PQR,flp-4,npr-4,279,289
PHAR,PQR,flp-4,npr-4,285,289
PHAL,RIVL,flp-4,npr-4,279,100
PHAL,RIVR,flp-4,npr-4,279,125
PHAR,RIVL,flp-4,npr-4,285,100
PHAR,RIVR,flp-4,npr-4,285,125
PHBL,AVAL,flp-4,npr-4,286,72
PHBL,AVAR,flp-4,npr-4,286,73
PHBR,AVAL,flp-4,npr-4,287,72
PHBR,AVAR,flp-4,npr-4,287,73
PHBL,BAGL,flp-4,npr-4,286,42
PHBL,BAGR,flp-4,npr-4,286,51
PHBR,BAGL,flp-4,npr-4,287,42
PHBR,BAGR,flp-4,npr-4,287,51
PHBL,BDUL,flp-4,npr-4,286,195
PHBL,BDUR,flp-4,npr-4,286,196
PHBR,BDUL,flp-4,npr-4,287,195
PHBR,BDUR,flp-4,npr-4,287,196
PHBL,PQR,flp-4,npr-4,286,289
PHBR,PQR,flp-4,npr-4,287,289
PHBL,RIVL,flp-4,npr-4,286,100
PHBL,RIVR,flp-4,npr-4,286,125
PHBR,RIVL,flp-4,npr-4,287,100
PHBR,RIVR,flp-4,npr-4,287,125
PVDL,AVAL,flp-4,npr-4,249,72
PVDL,AVAR,flp-4,npr-4,249,73
PVDR,AVAL,flp-4,npr-4,250,72
PVDR,AVAR,flp-4,npr-4,250,73
PVDL,BAGL,flp-4,npr-4,249,42
PVDL,BAGR,flp-4,npr-4,249,51
PVDR,BAGL,flp-4,npr-4,250,42
PVDR,BAGR,flp-4,npr-4,250,51
PVDL,BDUL,flp-4,npr-4,249,195
PVDL,BDUR,flp-4,npr-4,249,196
PVDR,BDUL,flp-4,npr-4,250,195
PVDR,BDUR,flp-4,npr-4,250,196
PVDL,PQR,flp-4,npr-4,249,289
PVDR,PQR,flp-4,npr-4,250,289
PVDL,RIVL,flp-4,npr-4,249,100
PVDL,RIVR,flp-4,npr-4,249,125
PVDR,RIVL,flp-4,npr-4,250,100
PVDR,RIVR,flp-4,npr-4,250,125
ASEL,AIAL,flp-5,npr-11,111,109
ASEL,AIAR,flp-5,npr-11,111,134
ASER,AIAL,flp-5,npr-11,112,109
ASER,AIAR,flp-5,npr-11,112,134
ASEL,AIYL,flp-5,npr-11,111,157
ASEL,AIYR,flp-5,npr-11,111,154
ASER,AIYL,flp-5,npr-11,112,157
ASER,AIYR,flp-5,npr-11,112,154
I2L,AIAL,flp-5,npr-11,3,109
I2L,AIAR,flp-5,npr-11,3,134
I2R,AIAL,flp-5,npr-11,4,109
I2R,AIAR,flp-5,npr-11,4,134
I2L,AIYL,flp-5,npr-11,3,157
I2L,AIYR,flp-5,npr-11,3,154
I2R,AIYL,flp-5,npr-11,4,157
I2R,AIYR,flp-5,npr-11,4,154
I4,AIAL,flp-5,npr-11,14,109
I4,AIAR,flp-5,npr-11,14,134
I4,AIYL,flp-5,npr-11,14,157
I4,AIYR,flp-5,npr-11,14,154
M4,AIAL,flp-5,npr-11,8,109
M4,AIAR,flp-5,npr-11,8,134
M4,AIYL,flp-5,npr-11,8,157
M4,AIYR,flp-5,npr-11,8,154
PVT,AIAL,flp-5,npr-11,266,109
PVT,AIAR,flp-5,npr-11,266,134
PVT,AIYL,flp-5,npr-11,266,157
PVT,AIYR,flp-5,npr-11,266,154
RMGL,AIAL,flp-5,npr-11,179,109
RMGL,AIAR,flp-5,npr-11,179,134
RMGR,AIAL,flp-5,npr-11,180,109
RMGR,AIAR,flp-5,npr-11,180,134
RMGL,AIYL,flp-5,npr-11,179,157
RMGL,AIYR,flp-5,npr-11,179,154
RMGR,AIYL,flp-5,npr-11,180,157
RMGR,AIYR,flp-5,npr-11,180,154
ASIL,AIAL,nlp-1,npr-11,91,109
ASIL,AIAR,nlp-1,npr-11,91,134
ASIR,AIAL,nlp-1,npr-11,113,109
ASIR,AIAR,nlp-1,npr-11,113,134
ASIL,AIYL,nlp-1,npr-11,91,157
ASIL,AIYR,nlp-1,npr-11,91,154
ASIR,AIYL,nlp-1,npr-11,113,157
ASIR,AIYR,nlp-1,npr-11,113,154
AWCL,AIAL,nlp-1,npr-11,97,109
